date,season,month,weekday,is_holiday,is_workday,weather,temp_c,feels_like_c,humidity_pct,wind_kmh,rentals
2011-12-06,fall,12,tuesday,no,yes,light_rain,13.7,14.1,95,15.6,2594
2011-12-07,fall,12,wednesday,no,yes,light_rain,11.3,10.4,97,17.8,705
2011-12-08,fall,12,thursday,no,yes,clear,4.5,1.0,58,16.1,3322
2011-12-09,fall,12,friday,no,yes,clear,5.7,5.0,70,5.5,3620
2011-12-10,fall,12,saturday,no,no,clear,4.9,1.6,51,15.6,3190
2011-12-11,fall,12,sunday,no,no,clear,2.4,0.7,49,4.5,2743
2011-12-12,fall,12,monday,no,yes,clear,3.2,1.8,67,4.3,3310
2011-12-13,fall,12,tuesday,no,yes,clear,5.3,3.9,59,9.4,3523
2011-12-14,fall,12,wednesday,no,yes,misty,6.9,6.3,66,4.1,3740
2011-12-15,fall,12,thursday,no,yes,misty,11.9,11.2,63,18.0,3709
2011-12-16,fall,12,friday,no,yes,misty,9.6,7.7,50,17.5,3577
2011-12-17,fall,12,saturday,no,no,misty,4.1,0.5,56,16.3,2739
2011-12-18,fall,12,sunday,no,no,clear,3.2,0.2,59,11.4,2431
2011-12-19,fall,12,monday,no,yes,clear,5.0,2.5,64,11.6,3403
2011-12-20,fall,12,tuesday,no,yes,misty,10.1,10.2,60,4.1,3750
2011-12-21,winter,12,wednesday,no,yes,misty,12.1,12.2,86,14.8,2660
2011-12-22,winter,12,thursday,no,yes,misty,11.9,12.1,76,3.2,3068
2011-12-23,winter,12,friday,no,yes,clear,9.5,8.9,69,18.4,2209
2011-12-24,winter,12,saturday,no,no,clear,6.2,3.7,54,12.8,1011
2011-12-25,winter,12,sunday,no,no,clear,4.9,2.5,68,10.4,754
2011-12-26,winter,12,monday,yes,no,clear,7.1,4.8,51,16.0,1317
2011-12-27,winter,12,tuesday,no,yes,misty,7.3,5.6,76,12.6,1162
2011-12-28,winter,12,wednesday,no,yes,clear,6.1,2.5,50,19.7,2302
2011-12-29,winter,12,thursday,no,yes,clear,3.7,1.4,57,8.0,2423
2011-12-30,winter,12,friday,no,yes,clear,6.6,5.0,64,9.0,2999
2011-12-31,winter,12,saturday,no,no,clear,11.3,11.3,62,14.8,2485
2012-01-01,winter,1,sunday,no,no,clear,9.4,8.8,69,12.9,2294
2012-01-02,winter,1,monday,yes,no,clear,4.8,0.7,38,22.1,1951
2012-01-03,winter,1,tuesday,no,yes,clear,-1.0,-7.7,44,24.5,2236
2012-01-04,winter,1,wednesday,no,yes,misty,-2.9,-8.1,41,12.4,2368
2012-01-05,winter,1,thursday,no,yes,clear,4.5,2.4,52,8.7,3272
2012-01-06,winter,1,friday,no,yes,clear,7.7,6.5,54,11.2,4098
2012-01-07,winter,1,saturday,no,no,clear,10.5,9.8,53,11.7,4521
2012-01-08,winter,1,sunday,no,no,clear,7.9,6.5,46,12.8,3425
2012-01-09,winter,1,monday,no,yes,misty,2.5,0.3,70,6.6,2376
2012-01-10,winter,1,tuesday,no,yes,clear,6.5,5.0,65,12.6,3598
2012-01-11,winter,1,wednesday,no,yes,misty,4.9,2.7,85,8.8,2177
2012-01-12,winter,1,thursday,no,yes,misty,10.0,9.2,80,12.1,4097
2012-01-13,winter,1,friday,no,yes,clear,4.9,0.5,51,25.3,3214
2012-01-14,winter,1,saturday,no,no,clear,0.5,-3.9,46,12.5,2493
2012-01-15,winter,1,sunday,no,no,clear,-0.2,-5.3,42,16.8,2311
2012-01-16,winter,1,monday,yes,no,clear,0.9,-3.4,52,15.5,2298
2012-01-17,winter,1,tuesday,no,yes,misty,9.5,8.0,72,23.4,2935
2012-01-18,winter,1,wednesday,no,yes,clear,6.3,2.2,44,27.8,3376
2012-01-19,winter,1,thursday,no,yes,clear,0.9,-3.5,50,14.8,3292
2012-01-20,winter,1,friday,no,yes,misty,2.2,-1.4,45,13.6,3163
2012-01-21,winter,1,saturday,no,no,misty,0.1,-4.5,83,14.9,1301
2012-01-22,winter,1,sunday,no,no,misty,-0.4,-5.3,80,13.4,1977
2012-01-23,winter,1,monday,no,yes,misty,2.3,0.0,91,7.4,2432
2012-01-24,winter,1,tuesday,no,yes,clear,8.1,7.0,84,8.3,4339
2012-01-25,winter,1,wednesday,no,yes,clear,5.8,3.5,64,10.8,4270
2012-01-26,winter,1,thursday,no,yes,misty,8.1,7.5,77,4.9,4075
2012-01-27,winter,1,friday,no,yes,misty,12.0,11.4,74,23.0,3456
2012-01-28,winter,1,saturday,no,no,clear,6.8,5.5,54,14.1,4023
2012-01-29,winter,1,sunday,no,no,clear,5.3,2.0,31,16.1,3243
2012-01-30,winter,1,monday,no,yes,clear,4.7,1.3,40,14.5,3624
2012-01-31,winter,1,tuesday,no,yes,clear,10.3,9.2,42,17.5,4509
2012-02-01,winter,2,wednesday,no,yes,clear,14.1,14.8,51,12.7,4579
2012-02-02,winter,2,thursday,no,yes,misty,10.8,10.3,67,12.5,3761
2012-02-03,winter,2,friday,no,yes,clear,6.7,4.4,53,12.0,4151
2012-02-04,winter,2,saturday,no,no,misty,4.4,2.0,78,8.2,2832
2012-02-05,winter,2,sunday,no,no,misty,4.5,1.5,69,11.8,2947
2012-02-06,winter,2,monday,no,yes,clear,5.3,3.6,62,10.3,3784
2012-02-07,winter,2,tuesday,no,yes,clear,8.6,7.8,50,9.9,4375
2012-02-08,winter,2,wednesday,no,yes,misty,4.1,1.6,72,9.0,2802
2012-02-09,winter,2,thursday,no,yes,clear,4.5,1.3,56,13.0,3830
2012-02-10,winter,2,friday,no,yes,misty,5.2,3.4,54,7.8,3831
2012-02-11,winter,2,saturday,no,no,light_rain,2.5,-2.1,73,19.4,2169
2012-02-12,winter,2,sunday,no,no,clear,-2.0,-9.3,46,27.4,1529
2012-02-13,winter,2,monday,no,yes,clear,2.5,-1.0,41,11.2,3422
2012-02-14,winter,2,tuesday,no,yes,misty,7.0,6.0,51,9.5,3922
2012-02-15,winter,2,wednesday,no,yes,clear,8.4,7.2,53,12.2,4169
2012-02-16,winter,2,thursday,no,yes,misty,6.9,5.8,75,6.1,3005
2012-02-17,winter,2,friday,no,yes,clear,8.1,7.2,63,13.8,4154
2012-02-18,winter,2,saturday,no,no,clear,8.3,7.5,53,12.8,4318
2012-02-19,winter,2,sunday,no,no,misty,5.2,1.5,52,17.0,2689
2012-02-20,winter,2,monday,yes,no,clear,5.2,2.0,51,15.3,3129
2012-02-21,winter,2,tuesday,no,yes,clear,5.5,3.5,59,13.8,3777
2012-02-22,winter,2,wednesday,no,yes,clear,10.6,9.9,57,15.7,4773
2012-02-23,winter,2,thursday,no,yes,clear,13.3,13.3,55,12.8,5062
2012-02-24,winter,2,friday,no,yes,misty,11.2,11.1,74,15.9,3487
2012-02-25,winter,2,saturday,no,no,clear,5.7,0.9,40,28.3,2732
2012-02-26,winter,2,sunday,no,no,clear,5.1,1.7,41,13.8,3389
2012-02-27,winter,2,monday,no,yes,clear,9.2,7.6,49,18.0,4322
2012-02-28,winter,2,tuesday,no,yes,clear,8.9,7.3,40,13.0,4363
2012-02-29,winter,2,wednesday,no,yes,misty,8.2,7.0,80,12.0,1834
2012-03-01,winter,3,thursday,no,yes,clear,14.8,15.4,62,15.2,4990
2012-03-02,winter,3,friday,no,yes,misty,8.6,7.7,66,9.7,3194
2012-03-03,winter,3,saturday,no,no,misty,11.5,11.3,62,10.8,4066
2012-03-04,winter,3,sunday,no,no,clear,7.3,4.0,40,22.4,3423
2012-03-05,winter,3,monday,no,yes,clear,3.4,-0.1,51,15.3,3333
2012-03-06,winter,3,tuesday,no,yes,clear,4.1,0.8,46,13.5,3956
2012-03-07,winter,3,wednesday,no,yes,clear,11.0,9.4,51,23.2,4916
2012-03-08,winter,3,thursday,no,yes,clear,16.8,18.6,57,29.6,5382
2012-03-09,winter,3,friday,no,yes,misty,11.3,10.2,41,27.8,4569
2012-03-10,winter,3,saturday,no,no,clear,5.5,2.3,35,15.1,4118
2012-03-11,winter,3,sunday,no,no,clear,9.0,7.7,48,14.9,4911
2012-03-12,winter,3,monday,no,yes,clear,13.9,14.3,49,13.9,5298
2012-03-13,winter,3,tuesday,no,yes,clear,18.6,19.8,62,15.9,5847
2012-03-14,winter,3,wednesday,no,yes,clear,18.9,20.2,51,7.7,6312
2012-03-15,winter,3,thursday,no,yes,clear,18.2,19.2,58,10.0,6192
2012-03-16,winter,3,friday,no,yes,misty,12.5,12.8,84,7.6,4378
2012-03-17,winter,3,saturday,no,no,misty,16.2,17.3,76,7.4,7836
2012-03-18,winter,3,sunday,no,no,misty,14.2,14.6,81,8.5,5892
2012-03-19,winter,3,monday,no,yes,clear,17.6,19.2,73,10.9,6153
2012-03-20,winter,3,tuesday,no,yes,clear,18.4,19.5,81,8.1,6093
2012-03-21,spring,3,wednesday,no,yes,misty,17.0,17.9,82,6.0,6230
2012-03-22,spring,3,thursday,no,yes,clear,18.0,19.1,83,7.9,6871
2012-03-23,spring,3,friday,no,yes,misty,20.3,21.6,69,7.8,8362
2012-03-24,spring,3,saturday,no,no,misty,15.6,16.1,89,12.9,3372
2012-03-25,spring,3,sunday,no,no,misty,12.6,12.9,88,14.8,4996
2012-03-26,spring,3,monday,no,yes,clear,13.0,13.0,48,25.9,5558
2012-03-27,spring,3,tuesday,no,yes,clear,7.2,4.8,29,12.5,5102
2012-03-28,spring,3,wednesday,no,yes,clear,14.8,15.1,48,19.5,5698
2012-03-29,spring,3,thursday,no,yes,clear,15.2,15.8,44,21.4,6133
2012-03-30,spring,3,friday,no,yes,misty,9.4,8.8,58,9.3,5459
2012-03-31,spring,3,saturday,no,no,misty,11.9,11.8,74,16.8,6235
2012-04-01,spring,4,sunday,no,no,misty,12.0,11.5,68,11.5,6041
2012-04-02,spring,4,monday,no,yes,clear,12.4,12.2,50,20.9,5936
2012-04-03,spring,4,tuesday,no,yes,clear,13.9,14.5,40,6.7,6772
2012-04-04,spring,4,wednesday,no,yes,clear,17.5,19.2,47,12.1,6436
2012-04-05,spring,4,thursday,no,yes,clear,12.4,12.5,37,14.7,6457
2012-04-06,spring,4,friday,no,yes,clear,11.0,9.8,38,20.1,6460
2012-04-07,spring,4,saturday,no,no,clear,12.6,12.1,25,18.4,6857
2012-04-08,spring,4,sunday,no,no,clear,15.5,16.5,28,15.6,5169
2012-04-09,spring,4,monday,no,yes,clear,15.0,15.5,32,24.0,5585
2012-04-10,spring,4,tuesday,no,yes,clear,13.0,12.8,44,16.7,5918
2012-04-11,spring,4,wednesday,no,yes,clear,8.4,6.3,47,19.8,4862
2012-04-12,spring,4,thursday,no,yes,clear,10.7,9.6,47,19.5,5409
2012-04-13,spring,4,friday,no,yes,clear,12.8,12.5,41,10.4,6398
2012-04-14,spring,4,saturday,no,no,clear,15.3,16.2,50,12.8,7460
2012-04-15,spring,4,sunday,no,no,clear,20.5,21.9,51,15.1,7132
2012-04-16,spring,4,monday,yes,no,clear,23.2,24.6,56,19.1,6370
2012-04-17,spring,4,tuesday,no,yes,clear,20.6,23.5,39,18.3,6691
2012-04-18,spring,4,wednesday,no,yes,misty,13.8,14.2,57,11.3,4367
2012-04-19,spring,4,thursday,no,yes,clear,15.4,16.5,61,4.4,6565
2012-04-20,spring,4,friday,no,yes,clear,16.8,18.0,69,10.0,7290
2012-04-21,spring,4,saturday,no,no,clear,18.8,19.8,68,19.0,6624
2012-04-22,spring,4,sunday,no,no,light_rain,10.6,9.7,84,23.1,1027
2012-04-23,spring,4,monday,no,yes,misty,7.1,3.9,77,20.3,3214
2012-04-24,spring,4,tuesday,no,yes,clear,11.4,10.7,45,16.7,5633
2012-04-25,spring,4,wednesday,no,yes,clear,14.4,15.0,43,8.0,6196
2012-04-26,spring,4,thursday,no,yes,misty,15.4,15.9,76,11.8,5026
2012-04-27,spring,4,friday,no,yes,clear,13.5,13.9,40,23.3,6233
2012-04-28,spring,4,saturday,no,no,misty,9.7,8.9,49,8.7,4220
2012-04-29,spring,4,sunday,no,no,clear,13.5,13.7,59,7.8,6304
2012-04-30,spring,4,monday,no,yes,misty,13.8,14.2,57,11.5,5572
2012-05-01,spring,5,tuesday,no,yes,misty,20.8,22.1,66,10.5,5740
2012-05-02,spring,5,wednesday,no,yes,clear,18.5,19.5,80,9.2,6169
2012-05-03,spring,5,thursday,no,yes,misty,18.3,19.5,77,9.0,6421
2012-05-04,spring,5,friday,no,yes,clear,21.5,23.0,74,10.9,6296
2012-05-05,spring,5,saturday,no,no,misty,21.2,22.6,76,10.3,6883
2012-05-06,spring,5,sunday,no,no,misty,18.4,20.1,74,10.0,6359
2012-05-07,spring,5,monday,no,yes,misty,17.3,18.8,66,15.5,6273
2012-05-08,spring,5,tuesday,no,yes,misty,19.3,20.8,69,19.8,5728
2012-05-09,spring,5,wednesday,no,yes,misty,19.0,20.5,74,14.5,4717
2012-05-10,spring,5,thursday,no,yes,clear,15.8,16.5,55,21.0,6572
2012-05-11,spring,5,friday,no,yes,clear,17.1,18.4,36,15.9,7030
2012-05-12,spring,5,saturday,no,no,clear,18.5,20.0,48,8.2,7429
2012-05-13,spring,5,sunday,no,no,clear,20.8,22.6,58,15.1,6118
2012-05-14,spring,5,monday,no,yes,misty,18.9,20.3,79,14.3,2843
2012-05-15,spring,5,tuesday,no,yes,misty,20.7,22.0,79,9.9,5115
2012-05-16,spring,5,wednesday,no,yes,clear,21.9,23.3,70,8.2,7424
2012-05-17,spring,5,thursday,no,yes,clear,19.9,21.8,52,15.4,7384
2012-05-18,spring,5,friday,no,yes,clear,18.5,20.4,52,9.2,7639
2012-05-19,spring,5,saturday,no,no,clear,20.2,21.4,46,5.6,8294
2012-05-20,spring,5,sunday,no,no,clear,21.2,22.5,53,17.0,7129
2012-05-21,spring,5,monday,no,yes,misty,20.1,21.3,81,15.6,4359
2012-05-22,spring,5,tuesday,no,yes,misty,20.9,22.3,77,7.9,6073
2012-05-23,spring,5,wednesday,no,yes,misty,21.2,22.6,77,6.8,5260
2012-05-24,spring,5,thursday,no,yes,clear,22.8,24.0,72,11.6,6770
2012-05-25,spring,5,friday,no,yes,clear,24.0,25.4,75,9.4,6734
2012-05-26,spring,5,saturday,no,no,clear,24.5,26.4,73,13.3,6536
2012-05-27,spring,5,sunday,no,no,clear,24.4,26.3,70,14.4,6591
2012-05-28,spring,5,monday,yes,no,clear,25.5,28.8,68,13.2,6043
2012-05-29,spring,5,tuesday,no,yes,clear,26.0,28.4,68,19.8,5743
2012-05-30,spring,5,wednesday,no,yes,misty,22.9,24.3,67,9.0,6855
2012-05-31,spring,5,thursday,no,yes,clear,24.0,25.7,49,13.1,7338
2012-06-01,spring,6,friday,no,yes,misty,22.7,24.1,76,15.9,4127
2012-06-02,spring,6,saturday,no,no,clear,19.4,21.4,55,12.5,8120
2012-06-03,spring,6,sunday,no,no,clear,20.3,22.0,49,12.3,7641
2012-06-04,spring,6,monday,no,yes,clear,20.1,22.2,49,19.1,6998
2012-06-05,spring,6,tuesday,no,yes,misty,17.4,18.7,61,14.0,7001
2012-06-06,spring,6,wednesday,no,yes,clear,18.0,19.8,61,5.2,7055
2012-06-07,spring,6,thursday,no,yes,clear,20.3,21.6,57,10.5,7494
2012-06-08,spring,6,friday,no,yes,clear,22.5,23.5,47,11.8,7736
2012-06-09,spring,6,saturday,no,no,clear,25.4,26.8,44,9.7,7498
2012-06-10,spring,6,sunday,no,no,clear,26.2,27.8,54,9.0,6598
2012-06-11,spring,6,monday,no,yes,misty,25.9,27.5,59,13.9,6664
2012-06-12,spring,6,tuesday,no,yes,misty,22.7,23.5,83,14.4,4972
2012-06-13,spring,6,wednesday,no,yes,clear,22.8,24.3,58,23.0,7421
2012-06-14,spring,6,thursday,no,yes,clear,22.5,25.2,57,17.0,7363
2012-06-15,spring,6,friday,no,yes,clear,22.0,23.6,59,11.8,7665
2012-06-16,spring,6,saturday,no,no,clear,21.7,23.3,50,11.2,7702
2012-06-17,spring,6,sunday,no,no,clear,19.8,21.8,60,9.7,6978
2012-06-18,spring,6,monday,no,yes,misty,18.7,20.0,78,11.7,5099
2012-06-19,spring,6,tuesday,no,yes,clear,24.4,27.2,69,9.9,6825
2012-06-20,spring,6,wednesday,no,yes,clear,28.8,31.6,59,7.6,6211
2012-06-21,summer,6,thursday,no,yes,clear,29.9,33.7,57,8.0,5905
2012-06-22,summer,6,friday,no,yes,clear,28.5,31.8,57,12.3,5823
2012-06-23,summer,6,saturday,no,no,clear,26.4,27.1,53,12.0,7458
2012-06-24,summer,6,sunday,no,no,clear,26.9,28.5,48,9.8,6891
2012-06-25,summer,6,monday,no,yes,clear,25.6,27.2,50,20.1,6779
2012-06-26,summer,6,tuesday,no,yes,clear,21.6,23.3,37,23.3,7442
2012-06-27,summer,6,wednesday,no,yes,clear,24.8,26.3,36,18.2,7335
2012-06-28,summer,6,thursday,no,yes,clear,27.2,28.6,42,11.5,6879
2012-06-29,summer,6,friday,no,yes,clear,31.2,35.9,49,11.1,5463
2012-06-30,summer,6,saturday,no,no,clear,28.0,29.4,60,10.8,5687
2012-07-01,summer,7,sunday,no,no,clear,30.3,33.5,52,11.3,5531
2012-07-02,summer,7,monday,no,yes,clear,28.7,30.3,45,13.1,6227
2012-07-03,summer,7,tuesday,no,yes,clear,28.7,30.4,49,8.5,6660
2012-07-04,summer,7,wednesday,yes,no,clear,29.1,32.3,54,9.0,7403
2012-07-05,summer,7,thursday,no,yes,clear,30.9,34.3,46,13.0,6241
2012-07-06,summer,7,friday,no,yes,clear,30.9,33.7,45,9.8,6207
2012-07-07,summer,7,saturday,no,no,clear,32.5,37.1,49,11.0,4840
2012-07-08,summer,7,sunday,no,no,clear,30.7,36.2,57,8.4,4672
2012-07-09,summer,7,monday,no,yes,misty,25.4,27.2,68,12.1,6569
2012-07-10,summer,7,tuesday,no,yes,misty,25.9,27.9,67,10.2,6290
2012-07-11,summer,7,wednesday,no,yes,clear,25.7,26.9,63,10.2,7264
2012-07-12,summer,7,thursday,no,yes,clear,25.6,27.2,53,9.8,7446
2012-07-13,summer,7,friday,no,yes,misty,26.4,28.1,49,5.4,7499
2012-07-14,summer,7,saturday,no,no,misty,25.1,28.0,70,9.6,6969
2012-07-15,summer,7,sunday,no,no,clear,27.1,30.5,72,11.2,6031
2012-07-16,summer,7,monday,no,yes,clear,27.9,31.8,64,11.0,6830
2012-07-17,summer,7,tuesday,no,yes,clear,30.5,33.9,51,7.7,6786
2012-07-18,summer,7,wednesday,no,yes,clear,29.3,33.2,58,9.2,5713
2012-07-19,summer,7,thursday,no,yes,clear,28.2,31.2,60,11.1,6591
2012-07-20,summer,7,friday,no,yes,misty,23.3,24.5,84,14.0,5870
2012-07-21,summer,7,saturday,no,no,light_rain,20.0,20.3,87,14.3,4459
2012-07-22,summer,7,sunday,no,no,misty,23.4,25.1,76,6.3,7410
2012-07-23,summer,7,monday,no,yes,clear,26.9,29.5,69,9.3,6966
2012-07-24,summer,7,tuesday,no,yes,clear,27.3,30.6,66,14.2,7592
2012-07-25,summer,7,wednesday,no,yes,clear,26.0,27.2,45,11.0,8173
2012-07-26,summer,7,thursday,no,yes,clear,28.5,32.8,60,19.1,6861
2012-07-27,summer,7,friday,no,yes,clear,28.7,32.5,59,10.3,6904
2012-07-28,summer,7,saturday,no,no,clear,27.5,30.0,61,10.5,6685
2012-07-29,summer,7,sunday,no,no,clear,25.9,28.1,62,11.4,6597
2012-07-30,summer,7,monday,no,yes,clear,26.3,29.2,67,10.3,7105
2012-07-31,summer,7,tuesday,no,yes,clear,25.5,27.8,70,11.1,7216
2012-08-01,summer,8,wednesday,no,yes,clear,25.7,28.0,68,9.5,7580
2012-08-02,summer,8,thursday,no,yes,clear,27.4,30.7,66,8.7,7261
2012-08-03,summer,8,friday,no,yes,misty,28.0,31.7,64,14.5,7175
2012-08-04,summer,8,saturday,no,no,clear,29.3,33.6,61,17.2,6824
2012-08-05,summer,8,sunday,no,no,clear,28.2,32.3,65,19.5,5464
2012-08-06,summer,8,monday,no,yes,misty,27.4,30.9,65,8.7,7013
2012-08-07,summer,8,tuesday,no,yes,misty,26.6,30.0,70,7.8,7273
2012-08-08,summer,8,wednesday,no,yes,misty,27.2,30.7,67,7.4,7534
2012-08-09,summer,8,thursday,no,yes,clear,27.5,30.2,62,10.5,7286
2012-08-10,summer,8,friday,no,yes,misty,25.6,28.1,72,16.0,5786
2012-08-11,summer,8,saturday,no,no,misty,24.5,26.1,73,13.8,6299
2012-08-12,summer,8,sunday,no,no,clear,24.9,26.5,53,8.2,6544
2012-08-13,summer,8,monday,no,yes,clear,25.9,27.7,55,9.1,6883
2012-08-14,summer,8,tuesday,no,yes,clear,26.2,28.7,69,11.3,6784
2012-08-15,summer,8,wednesday,no,yes,clear,25.2,27.2,62,11.4,7347
2012-08-16,summer,8,thursday,no,yes,clear,25.8,27.2,52,9.5,7605
2012-08-17,summer,8,friday,no,yes,clear,26.0,-0.0,57,15.5,7148
2012-08-18,summer,8,saturday,no,no,clear,23.9,24.8,60,11.9,7865
2012-08-19,summer,8,sunday,no,no,misty,21.9,23.8,71,5.8,4549
2012-08-20,summer,8,monday,no,yes,misty,21.9,23.3,73,8.7,6530
2012-08-21,summer,8,tuesday,no,yes,clear,22.5,23.7,67,4.9,7006
2012-08-22,summer,8,wednesday,no,yes,clear,23.4,25.0,68,4.7,7375
2012-08-23,summer,8,thursday,no,yes,clear,24.7,26.0,64,5.7,7765
2012-08-24,summer,8,friday,no,yes,misty,25.0,26.7,62,4.8,7582
2012-08-25,summer,8,saturday,no,no,misty,23.1,24.8,71,16.4,6053
2012-08-26,summer,8,sunday,no,no,misty,22.7,23.3,85,15.3,5255
2012-08-27,summer,8,monday,no,yes,clear,25.1,27.2,73,8.6,6917
2012-08-28,summer,8,tuesday,no,yes,clear,26.2,28.0,62,12.8,7040
2012-08-29,summer,8,wednesday,no,yes,clear,24.2,26.0,55,7.5,7697
2012-08-30,summer,8,thursday,no,yes,clear,25.2,27.1,59,5.2,7713
2012-08-31,summer,8,friday,no,yes,clear,27.9,29.5,59,11.3,7350
2012-09-01,summer,9,saturday,no,no,misty,27.4,30.4,64,7.6,6140
2012-09-02,summer,9,sunday,no,no,misty,24.7,26.8,82,4.3,5810
2012-09-03,summer,9,monday,yes,no,clear,25.3,27.7,79,10.1,6034
2012-09-04,summer,9,tuesday,no,yes,clear,26.1,29.3,76,15.8,6864
2012-09-05,summer,9,wednesday,no,yes,clear,26.6,30.8,74,12.6,7112
2012-09-06,summer,9,thursday,no,yes,misty,24.7,27.3,81,9.5,6203
2012-09-07,summer,9,friday,no,yes,clear,25.1,27.4,74,11.5,7504
2012-09-08,summer,9,saturday,no,no,misty,23.0,24.3,80,18.8,5976
2012-09-09,summer,9,sunday,no,no,clear,20.7,22.2,55,15.0,8227
2012-09-10,summer,9,monday,no,yes,clear,19.4,21.3,50,17.3,7525
2012-09-11,summer,9,tuesday,no,yes,clear,19.1,20.6,52,6.2,7767
2012-09-12,summer,9,wednesday,no,yes,clear,20.2,21.6,58,8.8,7870
2012-09-13,summer,9,thursday,no,yes,clear,20.8,22.3,64,5.5,7804
2012-09-14,summer,9,friday,no,yes,clear,21.8,23.2,67,7.0,8009
2012-09-15,summer,9,saturday,no,no,clear,20.6,22.7,50,16.6,8714
2012-09-16,summer,9,sunday,no,no,clear,19.3,21.2,57,6.0,7333
2012-09-17,summer,9,monday,no,yes,misty,19.3,20.5,73,10.2,6869
2012-09-18,summer,9,tuesday,no,yes,misty,21.3,21.3,87,24.0,4073
2012-09-19,summer,9,wednesday,no,yes,clear,18.0,19.7,54,14.4,7591
2012-09-20,summer,9,thursday,no,yes,clear,17.7,19.1,62,7.9,7720
2012-09-21,summer,9,friday,no,yes,clear,20.2,21.8,67,10.3,8167
2012-09-22,summer,9,saturday,no,no,clear,22.6,24.3,65,19.0,8395
2012-09-23,fall,9,sunday,no,no,clear,16.9,18.2,47,15.0,7907
2012-09-24,fall,9,monday,no,yes,clear,16.2,17.2,49,9.5,7436
2012-09-25,fall,9,tuesday,no,yes,clear,17.8,19.9,57,15.8,7538
2012-09-26,fall,9,wednesday,no,yes,clear,21.8,23.4,63,16.4,7733
2012-09-27,fall,9,thursday,no,yes,misty,22.6,24.1,69,9.0,7393
2012-09-28,fall,9,friday,no,yes,misty,21.1,22.7,69,11.0,7415
2012-09-29,fall,9,saturday,no,no,clear,17.5,19.0,54,15.2,8555
2012-09-30,fall,9,sunday,no,no,clear,16.8,18.2,58,9.0,6889
2012-10-01,fall,10,monday,no,yes,misty,16.5,17.8,65,6.1,6778
2012-10-02,fall,10,tuesday,no,yes,light_rain,19.8,19.8,87,7.0,4639
2012-10-03,fall,10,wednesday,no,yes,misty,22.9,23.5,79,4.5,7572
2012-10-04,fall,10,thursday,no,yes,misty,22.9,24.1,72,7.9,7328
2012-10-05,fall,10,friday,no,yes,clear,20.9,22.3,63,7.1,8156
2012-10-06,fall,10,saturday,no,no,clear,18.0,19.5,66,18.0,7965
2012-10-07,fall,10,sunday,no,no,misty,11.5,11.7,71,9.5,3510
2012-10-08,fall,10,monday,yes,no,misty,10.0,9.6,71,12.7,5478
2012-10-09,fall,10,tuesday,no,yes,misty,13.0,12.9,76,12.8,6392
2012-10-10,fall,10,wednesday,no,yes,clear,16.2,17.2,63,12.6,7691
2012-10-11,fall,10,thursday,no,yes,clear,12.4,12.5,46,12.2,7570
2012-10-12,fall,10,friday,no,yes,clear,12.6,12.6,54,15.8,7282
2012-10-13,fall,10,saturday,no,no,clear,10.5,9.8,49,9.8,7109
2012-10-14,fall,10,sunday,no,no,clear,16.5,17.5,64,18.7,6639
2012-10-15,fall,10,monday,no,yes,misty,18.4,19.6,71,19.8,5875
2012-10-16,fall,10,tuesday,no,yes,clear,14.0,14.4,56,12.2,7534
2012-10-17,fall,10,wednesday,no,yes,clear,13.4,13.7,69,6.8,7461
2012-10-18,fall,10,thursday,no,yes,misty,16.6,17.8,73,15.9,7509
2012-10-19,fall,10,friday,no,yes,misty,18.5,19.5,82,9.0,5424
2012-10-20,fall,10,saturday,no,no,clear,14.8,15.2,57,7.9,8090
2012-10-21,fall,10,sunday,no,no,clear,13.8,14.1,51,11.1,6824
2012-10-22,fall,10,monday,no,yes,clear,14.9,15.9,57,5.5,7058
2012-10-23,fall,10,tuesday,no,yes,clear,17.6,19.0,64,6.3,7466
2012-10-24,fall,10,wednesday,no,yes,clear,19.6,20.9,64,4.9,7693
2012-10-25,fall,10,thursday,no,yes,misty,17.8,19.0,80,8.3,7359
2012-10-26,fall,10,friday,no,yes,misty,17.7,18.5,81,8.9,7444
2012-10-27,fall,10,saturday,no,no,misty,16.9,18.0,72,15.8,7852
2012-10-28,fall,10,sunday,no,no,misty,14.4,14.9,69,26.7,4459
2012-10-29,fall,10,monday,no,yes,light_rain,12.7,13.0,88,24.0,22
2012-10-30,fall,10,tuesday,no,yes,misty,7.0,4.5,83,14.3,1096
2012-10-31,fall,10,wednesday,no,yes,misty,8.8,7.8,67,11.2,5566
2012-11-01,fall,11,thursday,no,yes,misty,9.2,8.4,58,10.5,5986
2012-11-02,fall,11,friday,no,yes,clear,8.7,7.5,52,17.8,5847
2012-11-03,fall,11,saturday,no,no,misty,8.1,5.4,49,18.1,5138
2012-11-04,fall,11,sunday,no,no,clear,7.3,5.7,53,12.0,5107
2012-11-05,fall,11,monday,no,yes,clear,7.0,4.3,49,15.8,5259
2012-11-06,fall,11,tuesday,no,yes,clear,5.2,2.6,57,11.6,5686
2012-11-07,fall,11,wednesday,no,yes,misty,5.9,2.1,55,20.4,5035
2012-11-08,fall,11,thursday,no,yes,clear,8.6,6.6,33,23.3,5315
2012-11-09,fall,11,friday,no,yes,clear,9.0,7.5,54,14.4,5992
2012-11-10,fall,11,saturday,no,no,clear,10.3,10.0,65,3.9,6536
