name,element,home,attack,defense,magic,speed,height_cm,weight_kg,is_boss
monster_503,fire,ocean,79,42,80,43,243,83.2,yes
monster_504,grass,forest,52,119,20,73,252,108.9,no
monster_505,grass,cave,43,100,91,32,210,164.5,no
monster_506,ghost,cave,98,73,51,112,242,208.0,no
monster_507,ghost,volcano,47,50,65,32,116,33.2,no
monster_508,ghost,sky,42,114,126,80,32,5.1,yes
monster_509,fire,ocean,56,71,122,61,177,154.2,yes
monster_510,fire,ocean,113,25,71,139,21,16.7,no
monster_511,rock,ocean,70,114,60,68,199,120.5,no
monster_512,ghost,forest,85,65,115,36,199,151.8,yes
monster_513,fire,cave,28,69,76,130,178,106.0,no
monster_514,ghost,sky,57,62,105,86,273,226.2,yes
monster_515,grass,volcano,102,51,24,84,48,16.0,no
monster_516,grass,volcano,105,86,102,96,138,66.7,no
monster_517,fire,forest,83,53,83,138,317,207.0,no
monster_518,grass,volcano,116,76,37,23,92,28.7,yes
monster_519,rock,cave,52,28,109,106,309,212.0,no
monster_520,rock,forest,38,111,79,74,15,5.2,no
monster_521,water,cave,28,44,105,37,26,17.7,no
monster_522,rock,cave,41,86,117,128,79,59.5,no
monster_523,rock,forest,103,49,43,86,303,141.8,no
monster_524,rock,sky,119,40,115,129,211,188.3,no
monster_525,water,volcano,34,39,138,39,177,110.4,yes
monster_526,ghost,volcano,75,97,77,101,52,37.3,no
monster_527,fire,ocean,34,26,103,24,53,8.8,no
monster_528,fire,cave,112,107,110,138,276,64.8,no
monster_529,fire,sky,34,71,65,133,265,181.2,no
monster_530,fire,cave,90,69,114,126,33,28.3,no
monster_531,water,volcano,28,43,63,60,147,91.3,no
monster_532,grass,ocean,101,59,125,103,181,151.1,no
monster_533,fire,ocean,119,101,111,42,232,45.1,yes
monster_534,water,ocean,100,117,80,120,17,13.9,no
monster_535,fire,cave,49,121,32,32,267,215.7,no
monster_536,ghost,volcano,112,88,117,108,175,108.8,no
monster_537,grass,ocean,53,50,93,98,179,84.5,no
monster_538,rock,forest,102,28,84,55,124,84.2,yes
monster_539,grass,ocean,111,82,103,75,30,10.0,yes
monster_540,grass,cave,73,80,139,76,298,193.9,yes
monster_541,ghost,cave,88,75,77,21,265,177.7,yes
monster_542,ghost,forest,114,77,60,26,267,148.2,yes
monster_543,grass,cave,40,28,123,105,226,78.0,no
monster_544,grass,ocean,22,63,94,102,163,24.7,no
monster_545,grass,cave,67,33,70,50,292,86.7,no
monster_546,grass,ocean,39,114,33,73,48,37.2,no
monster_547,rock,sky,117,117,70,113,97,30.0,no
monster_548,water,ocean,115,110,131,101,151,31.1,no
monster_549,ghost,forest,61,72,47,78,254,85.1,no
monster_550,fire,sky,53,108,134,123,116,62.6,no
monster_551,grass,volcano,98,108,129,84,281,165.7,yes
monster_552,ghost,volcano,69,58,119,20,111,89.7,no
monster_553,fire,cave,30,27,51,74,123,97.3,no
monster_554,ghost,volcano,92,112,113,49,112,98.2,yes
monster_555,grass,cave,100,85,100,101,140,113.8,no
monster_556,ghost,forest,27,69,126,32,263,128.3,yes
monster_557,fire,forest,105,115,63,138,116,29.7,no
monster_558,ghost,sky,78,124,90,92,163,141.3,no
monster_559,rock,cave,110,115,131,115,16,5.1,no
monster_560,rock,volcano,113,21,128,75,183,112.8,yes
monster_561,fire,cave,94,20,133,28,85,29.6,yes
monster_562,water,forest,56,73,23,72,165,125.8,no
monster_563,grass,sky,60,77,13,79,116,34.9,no
monster_564,water,ocean,99,45,22,70,130,60.5,no
monster_565,fire,volcano,27,60,139,48,48,15.1,yes
monster_566,rock,volcano,45,82,64,44,155,123.3,no
monster_567,ghost,cave,77,103,88,32,248,152.4,yes
monster_568,fire,cave,123,103,64,79,200,124.6,yes
monster_569,fire,volcano,103,28,19,43,145,56.0,no
monster_570,water,cave,109,62,128,95,273,77.1,no
monster_571,rock,cave,40,49,74,49,188,149.1,no
monster_572,grass,forest,50,51,49,72,202,146.1,no
monster_573,rock,ocean,49,109,16,135,101,70.8,no
monster_574,ghost,cave,102,67,25,82,224,201.1,no
monster_575,water,forest,78,71,81,109,124,70.6,no
monster_576,rock,forest,43,127,109,101,74,21.0,no
monster_577,grass,volcano,102,69,34,122,244,148.1,no
monster_578,ghost,forest,90,102,78,26,191,69.8,yes
monster_579,water,cave,118,126,57,103,158,84.5,no
monster_580,fire,cave,81,127,94,48,232,114.7,yes
monster_581,water,sky,33,55,49,57,196,112.2,no
monster_582,fire,ocean,117,64,124,128,246,206.9,no
monster_583,water,forest,40,24,88,66,143,108.3,no
monster_584,ghost,sky,26,102,32,81,319,147.2,no
monster_585,fire,sky,107,63,116,72,184,140.4,yes
monster_586,fire,ocean,69,21,93,32,158,125.7,yes
monster_587,rock,cave,90,36,131,55,288,210.4,yes
monster_588,water,volcano,34,39,129,38,319,179.8,no
monster_589,fire,ocean,99,29,52,70,96,79.2,no
monster_590,grass,sky,64,27,100,20,85,44.1,yes
monster_591,fire,sky,129,82,84,112,173,39.7,no
monster_592,rock,forest,89,45,66,84,36,12.7,yes
monster_593,fire,forest,123,124,10,29,224,144.1,no
monster_594,fire,forest,107,82,115,138,221,96.0,no
monster_595,ghost,ocean,112,83,58,53,41,19.2,yes
monster_596,rock,cave,29,77,18,61,97,43.8,no
monster_597,grass,volcano,105,91,134,77,308,90.6,no
monster_598,grass,volcano,86,106,62,84,70,15.4,no
monster_599,grass,forest,63,55,25,101,167,31.2,no
monster_600,grass,sky,54,87,66,83,222,145.3,no
monster_601,grass,ocean,90,82,123,97,89,35.0,no
monster_602,fire,forest,41,95,107,57,118,58.1,no
monster_603,ghost,forest,40,102,94,106,246,209.4,no
monster_604,rock,volcano,116,104,48,122,144,89.3,no
monster_605,rock,forest,103,84,48,32,263,199.4,yes
monster_606,ghost,ocean,85,27,44,34,33,23.8,no
monster_607,grass,ocean,103,108,111,41,207,179.1,yes
monster_608,ghost,sky,55,126,114,59,118,23.6,yes
monster_609,water,ocean,99,80,47,57,294,128.8,no
monster_610,fire,ocean,42,68,49,113,149,128.5,yes
monster_611,grass,sky,68,41,126,53,42,20.9,yes
monster_612,ghost,cave,36,70,136,126,270,232.4,no
monster_613,ghost,volcano,61,84,20,110,175,50.5,no
monster_614,rock,sky,57,105,43,132,33,6.4,no
monster_615,grass,sky,66,74,25,139,241,198.0,no
monster_616,ghost,volcano,72,39,56,28,193,88.5,no
monster_617,grass,cave,23,38,107,101,294,156.2,no
monster_618,ghost,sky,57,78,86,124,229,195.2,no
monster_619,ghost,ocean,112,88,68,23,210,66.1,yes
monster_620,ghost,cave,67,117,36,39,82,71.8,no
monster_621,fire,sky,79,109,29,55,198,88.6,no
monster_622,water,forest,31,83,108,44,66,22.1,no
monster_623,fire,volcano,62,34,76,116,133,43.3,no
monster_624,grass,volcano,126,110,12,35,146,78.7,yes
monster_625,rock,sky,80,79,48,130,189,94.5,no
monster_626,ghost,cave,22,112,98,62,78,63.5,no
monster_627,ghost,ocean,99,100,81,91,184,34.6,no
monster_628,fire,cave,104,54,104,69,114,20.9,yes
monster_629,fire,forest,61,64,106,61,291,77.0,yes
monster_630,grass,volcano,23,65,24,123,317,191.5,no
monster_631,fire,volcano,111,49,121,62,267,196.5,yes
monster_632,ghost,sky,47,104,87,137,86,43.8,no
monster_633,fire,cave,121,60,17,96,239,145.9,no
monster_634,grass,volcano,59,96,134,63,314,198.4,yes
monster_635,grass,ocean,62,79,87,123,296,48.7,no
monster_636,grass,ocean,107,64,40,53,281,94.1,no
monster_637,fire,volcano,35,95,137,60,35,31.4,yes
monster_638,ghost,forest,23,39,14,126,60,23.9,no
monster_639,grass,cave,103,81,69,42,249,214.1,yes
monster_640,rock,sky,121,36,15,126,108,56.1,no
monster_641,rock,volcano,129,31,110,20,156,49.4,yes
monster_642,grass,volcano,34,111,110,21,162,24.6,no
monster_643,fire,cave,36,109,22,36,244,76.4,no
monster_644,grass,sky,57,94,47,93,241,94.3,no
monster_645,ghost,forest,98,121,123,122,105,50.3,no
monster_646,water,ocean,120,86,44,121,256,124.3,yes
monster_647,water,ocean,110,31,85,94,157,88.1,no
monster_648,ghost,volcano,61,62,80,96,193,97.6,no
monster_649,grass,sky,121,47,125,138,266,46.5,no
monster_650,rock,forest,48,99,106,133,101,35.4,no
monster_651,water,ocean,33,39,112,28,25,21.8,yes
monster_652,water,forest,67,86,21,87,214,36.5,no
monster_653,water,volcano,30,113,123,63,103,72.2,yes
monster_654,ghost,forest,94,40,68,36,94,47.7,yes
monster_655,grass,cave,128,120,17,115,163,110.9,no
monster_656,grass,sky,31,97,22,85,282,112.6,no
monster_657,fire,volcano,32,24,103,99,274,117.2,no
monster_658,ghost,volcano,39,78,125,81,237,127.4,yes
monster_659,grass,forest,39,56,35,28,97,80.7,no
monster_660,rock,cave,78,96,48,124,303,120.1,no
monster_661,water,cave,83,41,44,68,266,57.0,no
monster_662,rock,cave,124,74,125,46,26,4.6,yes
monster_663,water,forest,69,71,52,96,89,72.2,no
monster_664,water,sky,121,74,94,56,52,20.0,yes
monster_665,fire,sky,102,121,86,102,107,25.6,yes
monster_666,rock,ocean,114,123,63,81,221,132.0,yes
monster_667,water,ocean,40,27,91,74,183,143.4,no
monster_668,fire,sky,69,106,36,31,59,35.4,no
monster_669,rock,sky,120,38,131,42,214,56.4,yes
monster_670,rock,forest,102,37,129,123,196,89.0,no
monster_671,ghost,cave,43,73,11,135,283,99.0,no
monster_672,ghost,ocean,113,127,72,86,109,17.7,yes
monster_673,fire,sky,104,77,35,75,283,247.4,no
monster_674,fire,volcano,36,84,68,41,215,106.3,no
monster_675,ghost,volcano,27,102,57,106,91,22.8,no
monster_676,ghost,ocean,48,72,123,97,113,91.9,no
monster_677,rock,forest,72,68,116,84,242,215.1,yes
monster_678,rock,ocean,36,96,47,52,226,172.2,no
monster_679,fire,cave,23,35,81,29,208,70.8,no
monster_680,grass,cave,32,116,60,136,137,40.1,no
monster_681,fire,volcano,54,58,76,48,132,71.8,no
monster_682,rock,volcano,62,84,127,98,185,108.7,no
monster_683,ghost,volcano,54,128,108,27,251,203.0,yes
monster_684,fire,forest,69,103,16,101,92,80.5,no
monster_685,water,volcano,99,102,95,42,288,239.8,yes
monster_686,ghost,volcano,47,109,110,103,75,30.5,no
monster_687,fire,cave,70,32,47,44,161,94.9,no
monster_688,rock,ocean,100,68,106,79,109,26.5,yes
monster_689,rock,ocean,26,108,21,69,294,158.5,no
monster_690,rock,ocean,123,48,22,81,68,13.8,no
monster_691,rock,forest,129,54,70,58,53,12.4,yes
monster_692,water,forest,51,116,63,60,223,53.8,no
monster_693,ghost,ocean,117,105,124,63,65,24.4,yes
monster_694,grass,cave,47,47,117,96,316,120.8,no
monster_695,grass,ocean,120,21,87,118,248,168.3,no
monster_696,rock,ocean,92,73,80,63,283,58.6,yes
monster_697,water,cave,47,115,16,22,108,25.2,yes
monster_698,fire,ocean,26,80,34,43,242,155.4,no
monster_699,water,ocean,63,37,67,32,193,126.3,no
monster_700,rock,volcano,101,73,65,95,144,98.3,no
monster_701,water,cave,44,70,59,116,166,114.6,no
monster_702,rock,ocean,76,86,75,45,20,12.9,yes
monster_703,rock,forest,33,92,85,84,59,33.3,no
monster_704,rock,cave,66,46,60,77,52,36.7,no
monster_705,ghost,forest,23,75,86,72,245,51.7,no
monster_706,water,forest,128,73,23,126,97,30.0,no
monster_707,fire,sky,75,38,133,52,241,170.2,yes
monster_708,water,forest,112,74,77,94,231,68.0,no
monster_709,water,forest,33,35,53,85,59,32.3,no
monster_710,fire,volcano,38,41,67,125,114,39.4,no
monster_711,water,volcano,39,51,63,46,94,44.5,no
monster_712,ghost,forest,82,126,47,132,49,38.0,no
monster_713,fire,volcano,114,25,89,123,259,167.2,no
monster_714,ghost,volcano,86,114,125,73,128,61.9,yes
monster_715,grass,volcano,73,43,125,118,293,104.1,no
monster_716,ghost,ocean,123,124,31,97,272,205.0,no
monster_717,ghost,sky,40,34,101,58,280,180.0,no
monster_718,grass,forest,38,87,108,122,240,115.2,no
monster_719,water,forest,93,71,71,22,168,134.7,yes
monster_720,rock,forest,113,44,99,36,144,96.4,yes
monster_721,rock,forest,49,59,115,126,127,112.4,no
monster_722,grass,volcano,48,64,23,115,206,133.5,no
monster_723,ghost,cave,77,84,73,55,150,123.7,no
monster_724,ghost,cave,105,100,14,138,276,155.3,no
monster_725,water,forest,51,50,135,98,68,46.4,no
monster_726,fire,ocean,110,61,78,49,126,98.5,yes
monster_727,ghost,forest,76,23,46,122,166,36.2,no
monster_728,fire,cave,97,48,18,139,100,50.6,no
monster_729,rock,volcano,89,56,26,115,85,51.4,no
monster_730,rock,volcano,72,108,46,94,186,36.0,yes
monster_731,rock,volcano,78,103,117,123,64,47.5,no
monster_732,grass,cave,129,104,137,116,253,173.7,no
monster_733,fire,sky,63,48,48,78,131,111.6,no
monster_734,grass,forest,123,43,54,111,243,104.3,yes
monster_735,water,cave,106,64,120,121,34,17.1,no
monster_736,ghost,cave,40,67,23,23,255,212.6,no
monster_737,fire,volcano,116,103,89,75,158,72.5,yes
monster_738,water,volcano,62,115,87,132,274,212.6,yes
monster_739,ghost,volcano,39,64,76,51,227,105.8,no
monster_740,rock,cave,47,43,118,93,260,104.9,no
monster_741,ghost,cave,34,117,21,77,213,76.2,no
monster_742,fire,volcano,57,79,47,90,48,14.9,no
monster_743,fire,forest,32,120,112,60,312,147.8,no
monster_744,grass,ocean,79,62,49,96,134,36.3,no
monster_745,grass,forest,127,54,18,112,285,219.7,no
monster_746,ghost,ocean,126,26,69,108,170,149.7,no
monster_747,water,ocean,123,100,135,119,208,46.4,no
monster_748,grass,sky,46,74,112,50,70,13.4,yes
monster_749,rock,volcano,45,47,124,36,288,44.0,yes
monster_750,grass,cave,94,69,47,85,256,217.4,no
monster_751,grass,forest,126,35,49,39,150,30.8,yes
monster_752,ghost,forest,110,126,30,95,142,93.7,no
monster_753,ghost,ocean,42,68,26,66,258,97.5,no
monster_754,ghost,sky,101,53,46,106,65,19.4,no
monster_755,rock,cave,75,86,125,75,101,33.8,yes
monster_756,grass,sky,68,107,97,87,57,38.0,yes
monster_757,fire,volcano,74,122,72,134,175,28.6,no
monster_758,water,volcano,80,94,71,95,128,102.2,no
monster_759,water,forest,120,36,26,133,313,180.2,no
monster_760,rock,sky,107,66,73,49,287,93.8,yes
monster_761,grass,sky,24,98,74,136,197,60.3,no
monster_762,water,ocean,103,110,109,45,248,159.0,yes
monster_763,ghost,cave,54,72,42,107,169,105.1,no
monster_764,fire,cave,57,113,122,25,144,56.0,yes
monster_765,water,sky,85,34,63,101,255,102.1,no
monster_766,grass,ocean,128,57,17,125,125,62.2,no
monster_767,fire,volcano,27,126,93,52,110,91.6,no
monster_768,fire,forest,76,41,88,38,58,32.1,yes
monster_769,water,volcano,46,96,128,64,268,209.1,yes
monster_770,water,sky,120,43,81,28,256,161.4,yes
monster_771,water,volcano,71,34,114,20,20,11.4,yes
monster_772,water,forest,114,37,41,71,272,140.7,yes
monster_773,fire,cave,116,119,30,119,87,57.5,no
monster_774,grass,volcano,31,127,93,68,285,147.8,no
monster_775,water,cave,103,31,72,53,69,47.9,yes
monster_776,grass,ocean,106,97,112,46,63,18.1,yes
monster_777,water,forest,111,30,73,29,93,36.4,yes
monster_778,rock,volcano,128,110,113,67,299,240.7,yes
monster_779,grass,cave,103,56,138,57,303,135.3,yes
monster_780,grass,volcano,111,25,135,73,216,169.0,yes
monster_781,ghost,forest,97,123,21,58,22,18.8,no
monster_782,rock,volcano,52,121,136,90,203,118.5,no
monster_783,ghost,sky,113,23,76,106,106,24.0,no
monster_784,fire,forest,97,62,58,21,237,170.1,yes
monster_785,fire,forest,94,121,128,20,190,123.4,yes
monster_786,ghost,sky,127,58,31,53,281,103.4,yes
monster_787,grass,forest,100,87,61,47,229,182.6,yes
monster_788,ghost,volcano,57,115,118,30,110,56.3,yes
monster_789,rock,sky,53,27,44,127,251,48.4,no
monster_790,ghost,ocean,56,74,131,30,88,17.7,yes
monster_791,fire,sky,38,82,82,122,131,42.1,no
monster_792,fire,forest,28,121,76,27,86,52.2,no
monster_793,grass,volcano,103,70,51,95,82,62.4,no
monster_794,grass,volcano,106,112,26,65,137,30.7,no
monster_795,water,cave,38,82,130,87,274,45.7,yes
monster_796,ghost,sky,63,67,10,82,150,92.5,no
monster_797,water,forest,121,101,21,46,52,23.8,no
monster_798,grass,cave,112,113,19,32,243,116.9,no
monster_799,water,volcano,85,94,36,125,34,26.0,no
